"1","Jun  7, 2023 13:24:22.648950000 +0530","192.168.2.17","192.168.8.1","6","6829","80",,,"66","0","1","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"2","Jun  7, 2023 13:24:22.654574000 +0530","192.168.8.1","192.168.2.17","6","80","6829",,,"66","1","1","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"3","Jun  7, 2023 13:24:22.654575000 +0530","192.168.2.17","192.168.8.1","6","6829","80",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"4","Jun  7, 2023 13:24:22.655570000 +0530","192.168.2.17","192.168.8.1","6","6829","80",,,"1853","1","0","0","0","1","0","HTTP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"5","Jun  7, 2023 13:24:22.659292000 +0530","192.168.8.1","192.168.2.17","6","80","6829",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"6","Jun  7, 2023 13:24:22.662950000 +0530","192.168.8.1","192.168.2.17","6","80","6829",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"7","Jun  7, 2023 13:24:22.685299000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"8","Jun  7, 2023 13:24:22.685714000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"9","Jun  7, 2023 13:24:22.685841000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"10","Jun  7, 2023 13:24:22.685933000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"11","Jun  7, 2023 13:24:22.686089000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"12","Jun  7, 2023 13:24:22.686204000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"13","Jun  7, 2023 13:24:22.686311000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"14","Jun  7, 2023 13:24:22.686396000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"15","Jun  7, 2023 13:24:22.686484000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"16","Jun  7, 2023 13:24:22.691349000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"17","Jun  7, 2023 13:24:22.691693000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"18","Jun  7, 2023 13:24:22.691801000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"19","Jun  7, 2023 13:24:22.691897000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"20","Jun  7, 2023 13:24:22.692015000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"21","Jun  7, 2023 13:24:22.692103000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"22","Jun  7, 2023 13:24:22.692195000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"23","Jun  7, 2023 13:24:22.692425000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"24","Jun  7, 2023 13:24:22.722465000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"25","Jun  7, 2023 13:24:22.722650000 +0530",,,,,,,,"42",,,,,,,"ARP","08:00:27:4a:25:99","ff:ff:ff:ff:ff:ff"
"26","Jun  7, 2023 13:24:22.748369000 +0530","192.168.8.1","192.168.2.17","6","80","6829",,,"71","1","0","0","0","1","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"27","Jun  7, 2023 13:24:22.756665000 +0530","192.168.2.17","192.168.8.1","6","6829","80",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"28","Jun  7, 2023 13:24:22.756665000 +0530","192.168.8.1","192.168.2.17","6","80","6829",,,"1514","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"29","Jun  7, 2023 13:24:22.761129000 +0530","192.168.8.1","192.168.2.17","6","80","6829",,,"366","1","0","1","0","1","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
