"1","Jun  7, 2023 14:05:58.432273000 +0530","31.13.79.53","192.168.2.17","6","443","14519",,,"125","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"2","Jun  7, 2023 14:05:58.471918000 +0530","192.168.2.17","31.13.79.53","6","14519","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"3","Jun  7, 2023 14:05:58.609717000 +0530","142.250.192.42","192.168.2.17","6","443","2011",,,"110","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"4","Jun  7, 2023 14:05:58.653724000 +0530","192.168.2.17","142.250.192.42","6","2011","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"5","Jun  7, 2023 14:05:59.094671000 +0530","192.168.2.17","192.168.8.1","6","1967","80",,,"66","0","1","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"6","Jun  7, 2023 14:05:59.141845000 +0530","192.168.8.1","192.168.2.17","6","80","1967",,,"66","1","1","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"7","Jun  7, 2023 14:05:59.141846000 +0530","192.168.2.17","192.168.8.1","6","1967","80",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"8","Jun  7, 2023 14:05:59.143894000 +0530","192.168.2.17","192.168.8.1","6","1967","80",,,"1853","1","0","0","0","1","0","HTTP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"9","Jun  7, 2023 14:05:59.150921000 +0530","192.168.8.1","192.168.2.17","6","80","1967",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"10","Jun  7, 2023 14:05:59.154932000 +0530","192.168.8.1","192.168.2.17","6","80","1967",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"11","Jun  7, 2023 14:05:59.239666000 +0530","192.168.8.1","192.168.2.17","6","80","1967",,,"71","1","0","0","0","1","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"12","Jun  7, 2023 14:05:59.246497000 +0530","192.168.2.91","142.250.192.54","6","58030","443",,,"105","1","0","0","0","1","0","TLSv1.2","08:00:27:4a:25:99","dc:a6:32:3f:a1:c7"
"13","Jun  7, 2023 14:05:59.247357000 +0530","192.168.2.17","192.168.8.1","6","1967","80",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"14","Jun  7, 2023 14:05:59.247358000 +0530","192.168.8.1","192.168.2.17","6","80","1967",,,"1514","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"15","Jun  7, 2023 14:05:59.247628000 +0530","192.168.2.91","142.250.192.54","6","58030","443",,,"90","1","0","0","0","1","0","TLSv1.2","08:00:27:4a:25:99","dc:a6:32:3f:a1:c7"
"16","Jun  7, 2023 14:05:59.248250000 +0530","192.168.2.91","142.250.192.54","6","58030","443",,,"66","1","0","1","0","0","0","TCP","08:00:27:4a:25:99","dc:a6:32:3f:a1:c7"
"17","Jun  7, 2023 14:05:59.250680000 +0530","192.168.8.1","192.168.2.17","6","80","1967",,,"346","1","0","0","0","1","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"18","Jun  7, 2023 14:05:59.250681000 +0530","192.168.8.1","192.168.2.17","6","80","1967",,,"74","1","0","1","0","1","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"19","Jun  7, 2023 14:05:59.250681000 +0530","192.168.2.17","192.168.8.1","6","1967","80",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
