"1","Jun 14, 2023 13:59:24.023443000 UTC","192.168.2.62","255.255.255.255","17",,,"59800","6667","214",,,,,,,"UDP","84:e3:42:e1:52:c5","ff:ff:ff:ff:ff:ff"
"2","Jun 14, 2023 13:59:27.094417000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"192","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"3","Jun 14, 2023 13:59:27.109996000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"139","1","0","0","0","1","0","TLSv1.2","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"4","Jun 14, 2023 13:59:27.191074000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"5","Jun 14, 2023 13:59:27.409654000 UTC","192.168.2.17","203.23.178.55","6","8675","6568",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"6","Jun 14, 2023 13:59:27.425754000 UTC","203.23.178.55","192.168.2.17","6","6568","8675",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"7","Jun 14, 2023 13:59:27.425755000 UTC","192.168.2.17","203.23.178.55","6","8675","6568",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"8","Jun 14, 2023 13:59:27.607083000 UTC","203.23.178.55","192.168.2.17","6","6568","8675",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"9","Jun 14, 2023 13:59:28.548367000 UTC","192.168.2.17","142.250.76.170","6","12205","443",,,"85","1","0","0","0","1","0","TLSv1.2","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"10","Jun 14, 2023 13:59:28.548368000 UTC","192.168.2.17","142.250.76.170","6","12205","443",,,"60","1","0","1","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"11","Jun 14, 2023 13:59:28.652134000 UTC","142.250.76.170","192.168.2.17","6","443","12205",,,"60","0","0","0","1","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"12","Jun 14, 2023 13:59:28.783753000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"325","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"13","Jun 14, 2023 13:59:28.823266000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"14","Jun 14, 2023 13:59:29.087778000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"145","1","0","0","0","1","0","TLSv1.2","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"15","Jun 14, 2023 13:59:29.146172000 UTC","192.168.2.62","255.255.255.255","17",,,"59800","6667","214",,,,,,,"UDP","84:e3:42:e1:52:c5","ff:ff:ff:ff:ff:ff"
"16","Jun 14, 2023 13:59:29.150147000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"17","Jun 14, 2023 13:59:31.639717000 UTC","192.168.2.17","142.250.183.165","6","12221","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"18","Jun 14, 2023 13:59:31.715514000 UTC","142.250.183.165","192.168.2.17","6","443","12221",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"19","Jun 14, 2023 13:59:31.785121000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"371","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"20","Jun 14, 2023 13:59:31.825197000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"21","Jun 14, 2023 13:59:31.891641000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"135","1","0","0","0","1","0","TLSv1.2","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"22","Jun 14, 2023 13:59:31.952267000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"23","Jun 14, 2023 13:59:32.510347000 UTC","192.168.2.17","142.250.183.106","17",,,"59942","443","71",,,,,,,"UDP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"24","Jun 14, 2023 13:59:32.510348000 UTC","142.250.183.74","192.168.2.17","6","443","8635",,,"112","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"25","Jun 14, 2023 13:59:32.554983000 UTC","192.168.2.17","142.250.183.74","6","8635","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"26","Jun 14, 2023 13:59:32.612111000 UTC","142.250.183.106","192.168.2.17","17",,,"443","59942","67",,,,,,,"UDP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"27","Jun 14, 2023 13:59:32.838536000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"122","1","0","0","0","1","0","TLSv1.2","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"28","Jun 14, 2023 13:59:32.916166000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"29","Jun 14, 2023 13:59:33.175408000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"124","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"30","Jun 14, 2023 13:59:33.217719000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"31","Jun 14, 2023 13:59:34.062985000 UTC","192.168.2.62","255.255.255.255","17",,,"59800","6667","214",,,,,,,"UDP","84:e3:42:e1:52:c5","ff:ff:ff:ff:ff:ff"
"32","Jun 14, 2023 13:59:36.263059000 UTC","192.168.2.17","13.107.42.14","6","12395","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"33","Jun 14, 2023 13:59:36.278545000 UTC","13.107.42.14","192.168.2.17","6","443","12393",,,"100","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"34","Jun 14, 2023 13:59:36.283405000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"371","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"35","Jun 14, 2023 13:59:36.283406000 UTC","192.168.2.17","13.107.42.14","6","12393","443",,,"109","1","0","0","0","1","0","TLSv1.2","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"36","Jun 14, 2023 13:59:36.326671000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"37","Jun 14, 2023 13:59:36.351620000 UTC","13.107.42.14","192.168.2.17","6","443","12395",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"38","Jun 14, 2023 13:59:36.372153000 UTC","13.107.42.14","192.168.2.17","6","443","12393",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"39","Jun 14, 2023 13:59:36.511399000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"135","1","0","0","0","1","0","TLSv1.2","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"40","Jun 14, 2023 13:59:36.574645000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"41","Jun 14, 2023 13:59:37.119545000 UTC","192.168.2.17","142.250.183.197","6","12397","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"42","Jun 14, 2023 13:59:37.196877000 UTC","142.250.183.197","192.168.2.17","6","443","12397",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"43","Jun 14, 2023 13:59:37.397578000 UTC","192.168.2.91","142.250.199.142","6","38906","443",,,"105","1","0","0","0","1","0","TLSv1.2","08:00:27:4a:25:99","dc:a6:32:3f:a1:c7"
"44","Jun 14, 2023 13:59:37.398977000 UTC","192.168.2.91","142.250.199.142","6","38906","443",,,"90","1","0","1","0","1","0","TLSv1.2","08:00:27:4a:25:99","dc:a6:32:3f:a1:c7"
"45","Jun 14, 2023 13:59:37.456728000 UTC","142.250.183.106","192.168.2.17","17",,,"443","59942","119",,,,,,,"UDP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"46","Jun 14, 2023 13:59:37.476417000 UTC","192.168.2.17","142.250.183.106","17",,,"59942","443","75",,,,,,,"UDP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"47","Jun 14, 2023 13:59:37.481659000 UTC","142.250.199.142","192.168.2.91","6","443","38906",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","08:00:27:4a:25:99"
"48","Jun 14, 2023 13:59:37.497112000 UTC","142.250.199.142","192.168.2.91","6","443","38906",,,"66","1","0","1","0","0","0","TCP","dc:a6:32:3f:a1:c7","08:00:27:4a:25:99"
"49","Jun 14, 2023 13:59:37.497159000 UTC","192.168.2.91","142.250.199.142","6","38906","443",,,"66","1","0","0","0","0","0","TCP","08:00:27:4a:25:99","dc:a6:32:3f:a1:c7"
"50","Jun 14, 2023 13:59:37.615460000 UTC","192.168.2.17","203.23.178.55","6","8675","6568",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"51","Jun 14, 2023 13:59:37.670898000 UTC","203.23.178.55","192.168.2.17","6","6568","8675",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"52","Jun 14, 2023 13:59:37.670899000 UTC","192.168.2.17","203.23.178.55","6","8675","6568",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"53","Jun 14, 2023 13:59:37.810341000 UTC","203.23.178.55","192.168.2.17","6","6568","8675",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"54","Jun 14, 2023 13:59:37.923899000 UTC","192.168.2.17","142.250.183.197","6","12396","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"55","Jun 14, 2023 13:59:37.997626000 UTC","142.250.183.197","192.168.2.17","6","443","12396",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"56","Jun 14, 2023 13:59:38.182748000 UTC","192.168.2.17","142.250.183.197","6","12400","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"57","Jun 14, 2023 13:59:38.260545000 UTC","142.250.183.197","192.168.2.17","6","443","12400",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"58","Jun 14, 2023 13:59:38.398891000 UTC","192.168.2.17","34.111.24.1","6","14356","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"59","Jun 14, 2023 13:59:38.477892000 UTC","34.111.24.1","192.168.2.17","6","443","14356",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"60","Jun 14, 2023 13:59:38.678832000 UTC","192.168.2.17","34.111.24.1","6","4324","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"61","Jun 14, 2023 13:59:38.745708000 UTC","34.111.24.1","192.168.2.17","6","443","4324",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"62","Jun 14, 2023 13:59:39.109915000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"249","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"63","Jun 14, 2023 13:59:39.158634000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"64","Jun 14, 2023 13:59:39.186042000 UTC","192.168.2.62","255.255.255.255","17",,,"59800","6667","214",,,,,,,"UDP","84:e3:42:e1:52:c5","ff:ff:ff:ff:ff:ff"
"65","Jun 14, 2023 13:59:39.265842000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"179","1","0","0","0","1","0","TLSv1.2","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"66","Jun 14, 2023 13:59:39.343871000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"67","Jun 14, 2023 13:59:39.581264000 UTC","192.168.2.17","142.250.183.197","6","12399","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"68","Jun 14, 2023 13:59:39.620283000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"314","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"69","Jun 14, 2023 13:59:39.642938000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"144","1","0","0","0","1","0","TLSv1.2","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"70","Jun 14, 2023 13:59:39.658777000 UTC","142.250.183.197","192.168.2.17","6","443","12399",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"71","Jun 14, 2023 13:59:39.697567000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"72","Jun 14, 2023 13:59:39.937672000 UTC","34.117.65.55","192.168.2.91","6","443","46840",,,"90","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","08:00:27:4a:25:99"
"73","Jun 14, 2023 13:59:39.939412000 UTC","192.168.2.91","34.117.65.55","6","46840","443",,,"94","1","0","0","0","1","0","TLSv1.2","08:00:27:4a:25:99","dc:a6:32:3f:a1:c7"
"74","Jun 14, 2023 13:59:39.970686000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"182","1","0","0","0","1","0","TLSv1.2","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"75","Jun 14, 2023 13:59:40.000323000 UTC","34.117.65.55","192.168.2.91","6","443","46840",,,"66","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","08:00:27:4a:25:99"
"76","Jun 14, 2023 13:59:40.011032000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"60","1","0","0","0","0","0","TCP","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"77","Jun 14, 2023 13:59:40.078771000 UTC","192.168.2.17","31.13.79.53","6","12228","443",,,"143","1","0","0","0","1","0","TLSv1.2","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"78","Jun 14, 2023 13:59:40.161017000 UTC","31.13.79.53","192.168.2.17","6","443","12228",,,"60","1","0","0","0","0","0","TCP","dc:a6:32:3f:a1:c7","f8:a2:d6:73:99:a7"
"79","Jun 14, 2023 13:59:40.174824000 UTC","192.168.2.17","142.250.183.78","17",,,"60010","443","1292",,,,,,,"QUIC","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
"80","Jun 14, 2023 13:59:40.174825000 UTC","192.168.2.17","142.250.183.78","17",,,"60010","443","115",,,,,,,"QUIC","f8:a2:d6:73:99:a7","dc:a6:32:3f:a1:c7"
